,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,unknown_87,unknown_88,lat,long
0,2326,50,1.34,-34.80000000000001,1.344,0.0,78,299160358,1446702207,1344,2019-04-25 10:59:29,0,300,25.075331535190344,121.26117817126215
1,2326,0,1.34,-34.80000000000001,0.0,0.0,78,299160500,1446702367,0,2019-04-25 10:59:30,0,300,25.075343437492847,121.26119158230722
2,2325,0,2.5,-35.0,0.924,0.0,81,299160353,1446702767,924,2019-04-25 10:59:32,0,300,25.075331116095185,121.2612251099199
3,2325,0,8.05,-35.0,0.98,0.0,80,299159991,1446703293,980,2019-04-25 10:59:35,0,300,25.075300773605704,121.26126919873059
4,2325,82,18.42,-35.0,2.314,0.0,83,299159907,1446704580,2314,2019-04-25 10:59:39,0,300,25.07529373280704,121.2613770738244
5,2325,85,28.41,-35.0,2.501,0.5,88,299159788,1446705689,2501,2019-04-25 10:59:43,0,300,25.075283758342266,121.26147002913058
6,2325,85,31.45,-35.0,2.463,0.5,93,299160065,1446705933,2463,2019-04-25 10:59:44,0,300,25.07530697621405,121.26149048097432
7,2325,85,34.8,-35.0,2.463,0.5,97,299160446,1446706091,2463,2019-04-25 10:59:45,0,300,25.075338911265135,121.26150372438133
8,2325,85,41.78,-35.0,2.641,0.5,101,299161166,1446706506,2641,2019-04-25 10:59:47,0,300,25.07539926096797,121.26153850927949
9,2325,84,44.97,-35.0,2.659,0.5,104,299161457,1446706737,2659,2019-04-25 10:59:48,0,300,25.0754236523062,121.26155787147582
10,2325,84,52.91,-35.0,2.65,0.5,107,299163185,1446706722,2650,2019-04-25 10:59:50,0,300,25.075568491593003,121.26155661419034
11,2325,84,57.21,-35.0,2.631,0.5,110,299163993,1446706781,2631,2019-04-25 10:59:51,0,300,25.07563621737063,121.26156155951321
12,2326,84,67.6,-34.80000000000001,2.734,0.5,113,299165250,1446707394,2734,2019-04-25 10:59:54,0,300,25.075741577893496,121.26161294057965
13,2326,83,88.89,-34.80000000000001,2.781,0.5,117,299167400,1446708600,2781,2019-04-25 11:00:00,0,300,25.075921788811684,121.2617140263319
14,2326,84,99.12,-34.80000000000001,2.771,0.5,120,299168361,1446709224,2771,2019-04-25 11:00:03,0,300,25.076002338901162,121.26176632940769
15,2326,85,113.94,-34.80000000000001,2.893,0.0,117,299169722,1446710165,2893,2019-04-25 11:00:07,0,300,25.076116416603327,121.26184520311654
16,2325,86,123.98,-35.0,2.93,0.0,120,299170526,1446710959,2930,2019-04-25 11:00:10,0,300,25.076183807104826,121.26191175542772
17,2324,85,141.49,-35.19999999999999,2.967,0.0,124,299171960,1446712300,2967,2019-04-25 11:00:15,0,300,25.076304003596306,121.26202415674925
18,2324,85,152.95,-35.19999999999999,2.995,0.0,127,299172860,1446713227,2995,2019-04-25 11:00:18,0,300,25.07637944072485,121.26210185699165
19,2324,85,156.93,-35.19999999999999,3.004,0.0,130,299173196,1446713522,3004,2019-04-25 11:00:19,0,300,25.076407603919506,121.262126583606
20,2324,85,164.07,-35.19999999999999,3.023,0.0,134,299173766,1446714090,3023,2019-04-25 11:00:21,0,300,25.076455380767584,121.26217419281602
21,2324,86,170.73,-35.19999999999999,3.023,0.0,137,299174247,1446714676,3023,2019-04-25 11:00:23,0,300,25.07649569772184,121.2622233107686
22,2322,85,193.54,-35.60000000000002,2.93,0.0,135,299175461,1446716929,2930,2019-04-25 11:00:31,0,300,25.07659745402634,121.26241215504706
23,2322,83,202.65,-35.60000000000002,2.939,0.5,131,299175289,1446717993,2939,2019-04-25 11:00:34,0,300,25.076583037152886,121.2625013384968
24,2322,84,205.73,-35.60000000000002,2.976,0.5,128,299175136,1446718317,2976,2019-04-25 11:00:35,0,300,25.076570212841034,121.26252849586308
25,2322,84,212.51,-35.60000000000002,3.023,0.5,132,299174784,1446719018,3023,2019-04-25 11:00:37,0,300,25.07654070854187,121.26258725300431
26,2322,85,219.67,-35.60000000000002,3.051,0.0,136,299174309,1446719693,3051,2019-04-25 11:00:39,0,300,25.076500894501805,121.26264383085072
27,2321,83,239.7,-35.80000000000001,3.07,0.5,134,299172854,1446721484,3070,2019-04-25 11:00:45,0,300,25.07637893781066,121.26279395073652
28,2321,85,251.18,-35.80000000000001,3.088,0.0,134,299172264,1446722676,3088,2019-04-25 11:00:49,0,300,25.076329484581947,121.26289386302233
29,2322,85,273.21,-35.60000000000002,3.051,0.0,136,299170945,1446724854,3051,2019-04-25 11:00:57,0,300,25.076218927279115,121.2630764208734
30,2322,85,295.24,-35.60000000000002,3.014,0.0,137,299169337,1446726733,3014,2019-04-25 11:01:04,0,300,25.076084146276116,121.263233916834
31,2323,86,318.41,-35.39999999999998,3.032,0.0,139,299168079,1446729105,3032,2019-04-25 11:01:11,0,300,25.07597870193422,121.26343273557723
32,2323,85,340.53,-35.39999999999998,3.051,0.0,138,299166717,1446731266,3051,2019-04-25 11:01:17,0,300,25.075864540413022,121.26361386850476
33,2324,85,365.57,-35.19999999999999,3.079,0.0,139,299164570,1446733347,3079,2019-04-25 11:01:21,0,300,25.07568458095193,121.26378829590976
34,2324,82,387.21,-35.19999999999999,3.228,0.5,137,299162982,1446735349,3228,2019-04-25 11:01:27,0,300,25.075551476329565,121.26395610161126
35,2324,83,403.82,-35.19999999999999,3.331,0.5,134,299162022,1446737018,3331,2019-04-25 11:01:32,0,300,25.07547101005912,121.26409599557519
36,2325,83,425.39,-35.0,3.294,0.5,134,299160861,1446739231,3294,2019-04-25 11:01:39,0,300,25.075373696163297,121.26428148709238
37,2326,83,431.71,-34.80000000000001,3.256,0.5,134,299160506,1446739872,3256,2019-04-25 11:01:41,0,300,25.075343940407038,121.2643352150917
38,2326,83,454.27,-34.80000000000001,3.228,0.5,134,299159100,1446742075,3228,2019-04-25 11:01:48,0,300,25.075226090848446,121.26451986841857
39,2326,83,469.25,-34.80000000000001,3.228,0.5,131,299158239,1446743577,3228,2019-04-25 11:01:53,0,300,25.07515392266214,121.26464576460421
40,2325,60,491.84,-35.0,0.728,0.0,130,299156875,1446745620,728,2019-04-25 11:02:09,0,300,25.07503959350288,121.264817006886
41,2323,84,504.65,-35.39999999999998,2.976,0.5,131,299155875,1446746579,2976,2019-04-25 11:02:13,0,300,25.074955774471164,121.26489738933742
42,2322,85,527.4,-35.60000000000002,3.116,0.0,133,299153536,1446745996,3116,2019-04-25 11:02:19,0,300,25.07475972175598,121.26484852284193
43,2324,85,547.58,-35.19999999999999,3.294,0.0,134,299151986,1446744345,3294,2019-04-25 11:02:25,0,300,25.074629802256823,121.26471013762057
