,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,unknown_87,unknown_88,lat,long
0,2704,0,0.0,40.799999999999955,0.0,0.0,97,298955397,1445680133,0,2019-04-30 10:37:30,0,100,25.058151902630925,121.17550891824067
1,2705,0,0.54,41.0,0.0,0.0,97,298955435,1445680194,0,2019-04-30 10:37:31,0,100,25.05815508775413,121.1755140312016
2,2704,60,0.87,40.799999999999955,0.0,0.0,95,298955440,1445680233,0,2019-04-30 10:37:32,0,100,25.05815550684929,121.17551730014384
3,2703,60,1.95,40.60000000000002,0.019,0.0,92,298955344,1445680152,19,2019-04-30 10:37:33,0,100,25.058147460222244,121.17551051080227
4,2703,60,3.71,40.60000000000002,0.037,0.0,94,298955208,1445680005,37,2019-04-30 10:37:34,2,100,25.05813606083393,121.1754981894046
5,2699,60,4.98,39.799999999999955,0.065,0.0,97,298955124,1445679885,65,2019-04-30 10:37:35,0,100,25.058129020035267,121.1754881311208
6,2702,75,6.67,40.39999999999998,0.084,0.0,97,298955013,1445679726,84,2019-04-30 10:37:36,0,100,25.058119716122746,121.17547480389476
7,2705,77,8.42,41.0,1.493,0.5,96,298954902,1445679558,1493,2019-04-30 10:37:37,8,100,25.058110412210226,121.17546072229743
8,2703,77,10.02,40.60000000000002,1.866,0.5,98,298954809,1445679398,1866,2019-04-30 10:37:38,0,100,25.058102617040277,121.17544731125236
9,2704,77,12.06,40.799999999999955,1.931,0.0,98,298954699,1445679188,1931,2019-04-30 10:37:39,0,100,25.058093396946788,121.1754297092557
10,2703,77,14.48,40.60000000000002,2.071,0.0,98,298954561,1445678945,2071,2019-04-30 10:37:40,0,100,25.05808182992041,121.17540934123099
11,2705,79,16.87,41.0,2.277,0.0,98,298954439,1445678696,2277,2019-04-30 10:37:41,0,100,25.058071603998542,121.17538847029209
12,2708,79,19.15,41.60000000000002,2.323,0.5,98,298954325,1445678455,2323,2019-04-30 10:37:42,0,100,25.058062048628926,121.17536826990545
13,2711,79,21.48,42.200000000000045,2.323,0.5,97,298954202,1445678215,2323,2019-04-30 10:37:43,0,100,25.058051738888025,121.17534815333784
14,2705,79,23.75,41.0,2.211,0.5,96,298954080,1445677981,2211,2019-04-30 10:37:44,0,100,25.058041512966156,121.17532853968441
15,2706,79,25.78,41.200000000000045,2.099,0.5,92,298953955,1445677785,2099,2019-04-30 10:37:45,0,100,25.05803103558719,121.1753121111542
16,2704,78,28.33,40.799999999999955,2.099,0.5,92,298953844,1445677508,2099,2019-04-30 10:37:46,210,100,25.05802173167467,121.17528889328241
17,2704,78,31.12,40.799999999999955,2.155,0.5,91,298953792,1445677182,2155,2019-04-30 10:37:47,0,100,25.058017373085022,121.17526156827807
18,2705,78,33.69,41.0,2.239,0.5,92,298953831,1445676880,2239,2019-04-30 10:37:48,0,100,25.05802064202726,121.1752362549305
19,2705,80,36.33,41.0,2.295,0.5,97,298953953,1445676598,2295,2019-04-30 10:37:49,0,100,25.058030867949128,121.17521261796355
20,2704,80,38.95,40.799999999999955,2.351,0.5,102,298954164,1445676393,2351,2019-04-30 10:37:50,0,100,25.05804855376482,121.17519543506205
21,2704,80,41.92,40.799999999999955,2.398,0.5,106,298954446,1445676225,2398,2019-04-30 10:37:51,0,100,25.058072190731764,121.17518135346472
22,2704,79,44.75,40.799999999999955,2.435,0.5,111,298954739,1445676122,2435,2019-04-30 10:37:52,0,100,25.058096749708056,121.17517272010446
23,2704,79,47.28,40.799999999999955,2.463,0.5,115,298955011,1445676135,2463,2019-04-30 10:37:53,0,100,25.058119548484683,121.17517380975187
24,2704,79,49.87,40.799999999999955,2.463,0.5,116,298955282,1445676218,2463,2019-04-30 10:37:54,0,100,25.058142263442278,121.1751807667315
