,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,unknown_87,unknown_88,lat,long
0,2374,60,0.0,-25.19999999999999,1.176,0.0,84,299173545,1446704629,1176,2019-04-27 09:56:25,0,300,25.076436856761575,121.26138118095696
1,3253,60,0.0,150.60000000000002,1.045,0.0,84,299171811,1446703891,1045,2019-04-27 09:56:26,0,300,25.07629151456058,121.26131932251155
2,3254,60,0.0,150.79999999999995,1.036,0.0,83,299170953,1446703521,1036,2019-04-27 09:56:27,0,300,25.07621959783137,121.26128830946982
3,3254,60,0.0,150.79999999999995,1.036,0.0,83,299170432,1446703288,1036,2019-04-27 09:56:28,0,300,25.076175928115845,121.26126877963543
4,3254,60,0.0,150.79999999999995,1.26,0.0,83,299167598,1446702499,1260,2019-04-27 09:56:29,0,300,25.075938384979963,121.2612026464194
5,3255,60,0.22,151.0,1.446,0.0,83,299167746,1446702405,1446,2019-04-27 09:56:30,0,300,25.075950790196657,121.26119476743042
6,3254,60,0.22,150.79999999999995,1.446,0.0,83,299167456,1446702077,1446,2019-04-27 09:56:31,0,300,25.07592648267746,121.26116727478802
7,3253,81,0.22,150.60000000000002,2.071,0.0,83,299167157,1446701821,2071,2019-04-27 09:56:32,0,300,25.075901420786977,121.2611458171159
8,3254,81,0.22,150.79999999999995,2.277,0.0,83,299166818,1446701630,2277,2019-04-27 09:56:33,0,300,25.075873006135225,121.26112980768085
9,3258,81,0.22,151.60000000000002,2.277,0.0,83,299166611,1446701569,2277,2019-04-27 09:56:34,0,300,25.07585565559566,121.26112469471991
10,3256,81,1.82,151.20000000000005,2.043,0.5,84,299166338,1446701582,2043,2019-04-27 09:56:35,0,300,25.075832773000002,121.26112578436732
11,3255,81,3.66,151.0,1.903,0.5,84,299166130,1446701673,1903,2019-04-27 09:56:36,0,300,25.075815338641405,121.26113341189921
12,3256,82,5.3,151.20000000000005,1.903,0.5,85,299165986,1446701787,1903,2019-04-27 09:56:37,0,300,25.075803268700838,121.26114296726882
13,3255,82,7.22,151.0,1.903,0.5,88,299165816,1446701917,1903,2019-04-27 09:56:38,0,300,25.075789019465446,121.26115386374295
14,3255,81,9.27,151.0,2.062,0.5,90,299165628,1446702048,2062,2019-04-27 09:56:39,0,300,25.075773261487484,121.2611648440361
15,3255,81,10.99,151.0,2.099,0.5,92,299165481,1446702171,2099,2019-04-27 09:56:40,0,300,25.075760940089822,121.261175153777
16,3254,81,13.26,150.79999999999995,2.165,0.5,96,299165279,1446702325,2165,2019-04-27 09:56:41,0,300,25.075744008645415,121.26118806190789
17,3252,81,15.52,150.39999999999998,2.286,0.5,100,299165140,1446702545,2286,2019-04-27 09:56:42,0,300,25.075732357800007,121.26120650209486
18,3254,80,17.9,150.79999999999995,2.389,0.5,101,299165042,1446702805,2389,2019-04-27 09:56:43,229,300,25.0757241435349,121.26122829504311
