,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,unknown_87,unknown_88,lat,long
0,2724,60,0.0,44.799999999999955,0.0,0.0,53,299166376,1446699679,0,2019-05-01 10:27:02,0,300,25.075835958123207,121.26096627674997
1,2723,60,1.25,44.60000000000002,1.054,0.0,53,299166499,1446699740,1054,2019-05-01 10:27:03,0,300,25.075846267864108,121.2609713897109
2,2721,60,2.36,44.200000000000045,1.157,0.0,53,299166593,1446699820,1157,2019-05-01 10:27:04,0,300,25.07585414685309,121.26097809523344
3,2721,60,4.05,44.200000000000045,1.241,0.0,53,299166590,1446700021,1241,2019-05-01 10:27:05,0,300,25.075853895395994,121.26099494285882
4,2722,75,5.59,44.39999999999998,1.409,0.0,53,299166572,1446700202,1409,2019-05-01 10:27:06,0,300,25.075852386653423,121.26101011410356
5,2722,81,7.11,44.39999999999998,1.614,0.0,53,299166519,1446700373,1614,2019-05-01 10:27:07,0,300,25.075847944244742,121.26102444715798
6,2721,81,9.14,44.200000000000045,1.745,0.0,54,299166398,1446700576,1745,2019-05-01 10:27:08,0,300,25.075837802141905,121.26104146242142
7,2722,81,10.68,44.39999999999998,1.847,0.0,54,299166223,1446700650,1847,2019-05-01 10:27:09,0,300,25.075823133811355,121.26104766502976
8,2722,81,12.3,44.39999999999998,1.847,0.0,54,299166057,1446700732,1847,2019-05-01 10:27:10,0,300,25.07580921985209,121.26105453819036
9,2720,81,14.12,44.0,1.838,0.0,54,299165901,1446700871,1838,2019-05-01 10:27:11,0,300,25.075796144083142,121.26106618903577
10,2721,80,15.81,44.200000000000045,1.838,0.5,54,299165779,1446701026,1838,2019-05-01 10:27:12,0,300,25.075785918161273,121.26107918098569
11,2721,80,17.92,44.200000000000045,1.866,0.5,55,299165613,1446701207,1866,2019-05-01 10:27:13,0,300,25.07577200420201,121.26109435223043
12,2719,80,20.1,43.799999999999955,1.941,0.5,55,299165453,1446701409,1941,2019-05-01 10:27:14,0,300,25.075758593156934,121.26111128367484
13,2720,80,22.28,44.0,1.978,0.0,64,299165279,1446701601,1978,2019-05-01 10:27:15,0,300,25.075744008645415,121.26112737692893
14,2721,80,24.96,44.200000000000045,2.006,0.5,67,299164950,1446701691,2006,2019-05-01 10:27:16,0,300,25.07571643218398,121.26113492064178
15,2723,80,27.3,44.60000000000002,2.09,0.5,67,299164716,1446701819,2090,2019-05-01 10:27:17,0,300,25.07569681853056,121.26114564947784
16,2722,81,28.7,44.39999999999998,2.09,0.5,70,299164564,1446701864,2090,2019-05-01 10:27:18,0,300,25.07568407803774,121.26114942133427
17,2720,83,31.23,44.0,2.071,0.5,68,299164284,1446701893,2071,2019-05-01 10:27:19,0,300,25.07566060870886,121.26115185208619
18,2721,83,34.24,44.200000000000045,2.071,0.5,68,299164264,1446702366,2071,2019-05-01 10:27:20,0,300,25.075658932328224,121.26119149848819
19,2721,83,37.74,44.200000000000045,2.146,0.5,72,299164215,1446702780,2146,2019-05-01 10:27:21,0,300,25.07565482519567,121.26122619956732
20,2721,83,42.22,44.200000000000045,2.183,0.5,75,299164398,1446703271,2183,2019-05-01 10:27:22,0,300,25.075670164078474,121.26126735471189
21,2721,82,46.24,44.200000000000045,2.267,0.5,81,299164599,1446703692,2267,2019-05-01 10:27:23,0,300,25.07568701170385,121.26130264252424
22,2721,82,49.19,44.200000000000045,2.305,0.5,80,299164737,1446704009,2305,2019-05-01 10:27:24,0,300,25.075698578730226,121.2613292131573
23,2721,81,52.32,44.200000000000045,2.314,0.5,86,299164888,1446704343,2314,2019-05-01 10:27:25,0,300,25.075711235404015,121.26135720871389
24,2721,81,55.34,44.200000000000045,2.342,0.5,87,299165035,1446704664,2342,2019-05-01 10:27:26,0,300,25.075723556801677,121.26138411462307
25,2721,81,58.03,44.200000000000045,2.351,0.5,90,299165045,1446704995,2351,2019-05-01 10:27:27,0,300,25.075724394991994,121.26141185872257
26,2721,81,61.14,44.200000000000045,2.361,0.5,90,299165147,1446705346,2361,2019-05-01 10:27:28,0,300,25.07573294453323,121.2614412792027
27,2722,82,64.9,44.39999999999998,2.389,0.5,94,299165258,1446705773,2389,2019-05-01 10:27:29,0,300,25.07574224844575,121.26147706992924
28,2722,82,68.41,44.39999999999998,2.454,0.5,96,299165367,1446706174,2454,2019-05-01 10:27:30,0,300,25.075751384720206,121.26151068136096
29,2722,82,72.03,44.39999999999998,2.482,0.5,98,299165544,1446706555,2482,2019-05-01 10:27:31,0,300,25.07576622068882,121.26154261641204
30,2722,82,75.31,44.39999999999998,2.519,0.5,97,299165747,1446706873,2519,2019-05-01 10:27:32,0,300,25.075783235952258,121.26156927086413
31,2722,80,78.72,44.39999999999998,2.557,0.5,97,299165959,1446707206,2557,2019-05-01 10:27:33,0,300,25.07580100558698,121.26159718260169
32,2722,80,81.82,44.39999999999998,2.603,0.5,97,299166179,1446707487,2603,2019-05-01 10:27:34,0,300,25.07581944577396,121.2616207357496
33,2723,80,84.83,44.60000000000002,2.622,0.5,99,299166375,1446707774,2622,2019-05-01 10:27:35,0,300,25.075835874304175,121.2616447918117
34,2722,80,87.84,44.39999999999998,2.641,0.5,101,299166607,1446708022,2641,2019-05-01 10:27:36,0,300,25.075855320319533,121.26166557893157
35,2723,81,90.73,44.60000000000002,2.659,0.5,102,299166812,1446708279,2659,2019-05-01 10:27:37,0,300,25.075872503221035,121.26168712042272
36,2723,81,93.58,44.60000000000002,2.669,0.5,103,299166996,1446708550,2669,2019-05-01 10:27:38,0,300,25.07588792592287,121.26170983538032
37,2723,81,96.49,44.60000000000002,2.678,0.5,104,299167193,1446708818,2678,2019-05-01 10:27:39,0,300,25.07590443827212,121.26173229888082
38,2723,81,99.25,44.60000000000002,2.687,0.5,107,299167358,1446709089,2687,2019-05-01 10:27:40,0,300,25.07591826841235,121.26175501383841
39,2723,81,102.11,44.60000000000002,2.697,0.5,109,299167547,1446709356,2697,2019-05-01 10:27:41,0,300,25.075934110209346,121.26177739351988
40,2723,81,104.97,44.60000000000002,2.706,0.5,110,299167770,1446709589,2706,2019-05-01 10:27:42,0,300,25.07595280185342,121.26179692335427
41,2723,81,107.79,44.60000000000002,2.706,0.5,113,299167994,1446709814,2706,2019-05-01 10:27:43,0,300,25.075971577316523,121.2618157826364
42,2723,81,110.46,44.60000000000002,2.706,0.5,112,299168215,1446710018,2706,2019-05-01 10:27:44,0,300,25.07599010132253,121.26183288171887
43,2724,81,113.56,44.799999999999955,2.715,0.5,112,299168446,1446710283,2715,2019-05-01 10:27:45,0,300,25.076009463518858,121.26185509376228
44,2724,81,116.31,44.799999999999955,2.725,0.5,113,299168660,1446710507,2725,2019-05-01 10:27:46,0,300,25.076027400791645,121.26187386922538
45,2724,81,118.94,44.799999999999955,2.725,0.5,115,299168877,1446710710,2725,2019-05-01 10:27:47,0,300,25.076045589521527,121.26189088448882
46,2724,81,121.53,44.799999999999955,2.725,0.5,114,299169079,1446710922,2725,2019-05-01 10:27:48,0,300,25.076062520965934,121.26190865412354
47,2724,81,124.28,44.799999999999955,2.706,0.5,114,299169296,1446711142,2706,2019-05-01 10:27:49,0,300,25.076080709695816,121.26192709431052
48,2724,81,127.18,44.799999999999955,2.706,0.5,115,299169525,1446711377,2706,2019-05-01 10:27:50,0,300,25.07609990425408,121.26194679178298
49,2724,81,129.76,44.799999999999955,2.706,0.5,116,299169698,1446711616,2706,2019-05-01 10:27:51,0,300,25.076114404946566,121.26196682453156
50,2724,81,132.37,44.799999999999955,2.706,0.5,117,299169882,1446711849,2706,2019-05-01 10:27:52,0,300,25.0761298276484,121.26198635436594
51,2724,81,134.94,44.799999999999955,2.706,0.5,117,299170042,1446712098,2706,2019-05-01 10:27:53,0,300,25.076143238693476,121.26200722530484
52,2724,81,137.64,44.799999999999955,2.706,0.5,117,299170209,1446712359,2706,2019-05-01 10:27:54,0,300,25.076157236471772,121.26202910207212
53,2724,81,140.52,44.799999999999955,2.706,0.5,117,299170361,1446712657,2706,2019-05-01 10:27:55,0,300,25.076169976964593,121.26205408014357
54,2724,81,143.41,44.799999999999955,2.715,0.5,117,299170501,1446712962,2715,2019-05-01 10:27:56,0,300,25.076181711629033,121.26207964494824
55,2724,80,145.93,44.799999999999955,2.715,0.5,117,299170633,1446713223,2715,2019-05-01 10:27:57,0,300,25.07619277574122,121.26210152171552
56,2724,80,148.46,44.799999999999955,2.715,0.5,116,299170838,1446713434,2715,2019-05-01 10:27:58,0,300,25.07620995864272,121.26211920753121
57,2724,81,151.56,44.799999999999955,2.715,0.5,116,299171112,1446713677,2715,2019-05-01 10:27:59,0,300,25.07623292505741,121.26213957555592
58,2723,82,154.59,44.60000000000002,2.715,0.5,116,299171342,1446713939,2715,2019-05-01 10:28:00,0,300,25.076252203434706,121.26216153614223
59,2723,82,157.31,44.60000000000002,2.725,0.5,116,299171519,1446714198,2725,2019-05-01 10:28:01,0,300,25.07626703940332,121.26218324527144
60,2723,82,160.61,44.60000000000002,2.725,0.5,116,299171721,1446714519,2725,2019-05-01 10:28:02,0,300,25.076283970847726,121.26221015118062
61,2723,82,163.65,44.60000000000002,2.734,0.5,116,299171945,1446714780,2734,2019-05-01 10:28:03,0,300,25.07630274631083,121.2622320279479
62,2722,82,166.6,44.39999999999998,2.743,0.5,117,299172162,1446715036,2743,2019-05-01 10:28:04,0,300,25.076320935040712,121.26225348562002
63,2722,82,169.49,44.39999999999998,2.753,0.5,117,299172363,1446715297,2753,2019-05-01 10:28:05,0,300,25.076337782666087,121.2622753623873
64,2722,82,171.9,44.39999999999998,2.753,0.5,117,299172552,1446715493,2753,2019-05-01 10:28:06,0,300,25.07635362446308,121.26229179091752
65,2722,82,174.23,44.39999999999998,2.753,0.5,118,299172714,1446715703,2753,2019-05-01 10:28:07,0,300,25.07636720314622,121.26230939291418
66,2722,81,176.54,44.39999999999998,2.743,0.5,118,299172864,1446715921,2743,2019-05-01 10:28:08,0,300,25.076379776000977,121.26232766546309
67,2721,81,178.76,44.200000000000045,2.743,0.5,119,299173026,1446716115,2743,2019-05-01 10:28:09,0,300,25.076393354684114,121.26234392635524
